SYMBOL,NAME OF COMPANY
AKM,AKM Lace and Embrotex Ltd
SBILIFE,SBI Life Insurance Company Ltd
DIAMONDYD,Prataap Snacks Ltd
SHAREINDIA,Share India Securities Ltd
TTFL,Trident Texofab Ltd
POOJA,Poojawestern Metaliks Ltd
SAYAJIIND,Sayaji Industries Ltd
VANTABIO,Vanta Bioscience Ltd
MEHAI,Mehai Technology Ltd
IRIS,IRIS Business Services Ltd
SGRL,Shree Ganesh Remedies Ltd
STL,Shreeji Translogistics Ltd
GODREJAGRO,Godrej Agrovet Ltd
MESCON,Mideast Integrated Steels Ltd
MASFIN,MAS Financial Services Ltd
IEX,Indian Energy Exchange Ltd
GICRE,General Insurance Corporation of India
KAARYAFSL,Kaarya Facilities and Services Ltd
SCPL,Sheetal Cool Products Ltd
TIINDIA,Tube Investments of India Ltd
NAM-INDIA,Nippon Life India Asset Management Ltd
MAHLOG,Mahindra Logistics Ltd
NIACL,The New India Assurance Company Ltd
IFGLEXPOR,IFGL Refractories Ltd
KHADIM,Khadim India Ltd
5PAISA,5paisa Capital Ltd
HDFCLIFE,HDFC Life Insurance Company Ltd
NIVBDDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP 06JN21
NIVBDGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH 06JN21
NIVBDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP 06JN21
NIVBGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH 06JN21
SBRANDS,Sanghvi Brands Ltd
SHARIKA,Sharika Enterprises Ltd
ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC
ASPIRA,Aspira Pathlab & Diagnostics Ltd
DNAMEDIA,Diligent Media Corporation Ltd
DYNAMIC,Dynamic Cables Ltd
RATNABHUMI,Ratnabhumi Developers Ltd
SHALBY,Shalby Ltd
FSC,Future Supply Chain Solutions Ltd
MRCEXIM,MRC Exim Ltd
DML,Diggi Multitrade Ltd
SADHNA,Sadhna Broadcast Ltd
VITESSE,Vitesse Agro Ltd
ASTRON,Astron Paper & Board Mill Ltd
CHANDRIMA,Chandrima Mercantiles Ltd
RITHWIKFMS,Rithwik Facility Management Services Ltd
JFL,Jhandewalas Foods Ltd
7SEASL,7Seas Entertainment Ltd
APOLLO,Apollo Micro Systems Ltd
NEWGEN,Newgen Software Technologies Ltd
PRAXIS,Praxis Home Retail Ltd
AMBER,Amber Enterprises India Ltd
TIRUFOAM,Tirupati Foam Ltd
SRUSTEELS,SRU Steels Ltd
AML,Ashoka Metcast Ltd
GALAXYSURF,Galaxy Surfactants Ltd
GGL,Gautam Gems Ltd
MEDICO,Medico Remedies Ltd
GUJHYSPIN,Gujarat Hy-Spin Ltd
LAL,Lorenzini Apparels Ltd
KENVI,Kenvi Jewels Ltd
IWP,The Indian Wood Products Company Ltd
TDSL,Tasty Dairy Specialities Ltd
BHATIA,Bhatia Communications & Retail (India) Ltd
SHIVAMILLS,Shiva Mills Ltd
ASTERDM,Aster DM Healthcare Ltd
YSL,The Yamuna Syndicate Ltd
KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option
KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option
KTINDF4DG,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION
KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option
KANCOTEA,Kanco Tea & Industries Ltd
ANGEL,Angel Fibers Ltd
HGINFRA,H.G. Infra Engineering Ltd
EIS,East India Securities Ltd
AXISCBD1D,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout
AXISCBDGG,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth
AXISCBDPD,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout
AXISCBGPG,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth
INFLAME,Inflame Appliances Ltd
ABSLRIF6RG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- GROWTH
ABSLRIF6RD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- DIVIDEND PAYOUT
ABSLRIF6DG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- GROWTH
ABSLRIF6DD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- DIVIDEND PAYOUT
BPLPHARMA,Bharat Parenterals Ltd
SHREESHAY,Shreeshay Engineers Ltd
ACFL,Apex Capital And Finance Ltd
BDL,Bharat Dynamics Ltd
ACTIVE,Active Clothing Co Ltd
RIDINGS,Ridings Consulting Engineers India Ltd
ADVITIYA,Advitiya Trade India Ltd
BANDHANBNK,Bandhan Bank Ltd
HAL,Hindustan Aeronautics Ltd
KARDA,Karda Constructions Ltd
SANDHAR,Sandhar Technologies Ltd
YASHO,Yasho Industries Ltd
BENARA,Benara Bearings and Pistons Ltd
ISEC,ICICI Securities Ltd
MIDHANI,Mishra Dhatu Nigam Ltd
LEX,Lex Nimble Solutions Ltd
OBCL,Orissa Bengal Carrier Ltd
TRL,Taylormade Renewables Ltd
LEMONTREE,Lemon Tree Hotels Ltd
ABSLRIF7RG,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Growth Option
ABSLRIF7RD,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Dividend Payout
ABSLRIF7DG,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Growth Option
ABSLRIF7DD,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Dividend Payout
CHEMFABALKA,Chemfab Alkalis Ltd
HARDWYN,Hardwyn India Ltd
DLCL,Dr Lalchandani Labs Ltd
ORIENTELEC,Orient Electric Ltd
DHRUV,Dhruv Consultancy Services Ltd
AKSHAR,Akshar Spintex Ltd
INDOUS,Indo Us Bio-Tech Ltd
IPRU3095,ICICI Prudential Bharat Consumption Fund - Series 2 - Cumulative Option
IPRU3096,ICICI Prudential Bharat Consumption Fund - Series 2 - Dividend Option
IPRU9297,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Cumulative Option
IPRU9298,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Dividend Option
ICICI500,ICICI Prudential S&P BSE 500 ETF
INDOSTAR,Indostar Capital Finance Ltd
MILEFUR,Milestone Furniture Ltd
UHZAVERI,U. H. Zaveri Ltd
PARVATI,Parvati Sweetners and Power Ltd
MEGASTAR,Megastar Foods Ltd
INNOVATORS,Innovators Facade Systems Ltd
SHWL,Shree Worstex Ltd
ZIMLAB,Zim Laboratories Ltd
AFFORDABLE,Affordable Robotic & Automation Ltd
DOLLAR,Dollar Industries Ltd
NGIL,Nakoda Group of Industries Ltd
PALMJEWELS,Palm Jewels Ltd
WAA,Waa Solar Ltd
ADANIGREEN,Adani Green Energy Ltd
UNICK,Unick Fix-A-Form And Printers Ltd
SOLARA,Solara Active Pharma Sciences Ltd
RITES,RITES Ltd
FINEORG,Fine Organic Industries Ltd
VARROC,Varroc Engineering Ltd
RAJNISH,Rajnish Wellness Ltd
HITECHWIND,Hi-Tech Winding Systems Ltd
STRAEXPO,Sophia Traexpo Ltd
RAWEDGE,Raw Edge Industrial Solutions Ltd
IPRU3143,ICICI Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option
IPRU3144,ICICI Prudential Bharat Consumption Fund  - Series 3 - Dividend Payout Option
IPRU9345,ICICI Prudential Bharat Consumption Fund  - Series 3 -  Direct Plan - Cumulative Option
IPRU9346,ICICI Prudential Bharat Consumption Fund  - Series 3 - Direct Plan - Dividend Payout Option
TCNSBRANDS,TCNS Clothing Co. Ltd
SUPERSHAKT,Supershakti Metaliks Ltd
ASHNI,Ashnisha Industries Ltd
GFIL,Ganesh Films India Ltd
IDFCEOS6RG,IDFC Equity Opportunity - Series 6 - Regular Plan - Growth Option
IDFCEOS6RD,IDFC Equity Opportunity - Series 6 - Regular Plan - Dividend Payout  Option
IDFCEOS6DG,IDFC Equity Opportunity - Series 6 - Direct Plan - Growth Option
IDFCEOS6DD,IDFC Equity Opportunity - Series 6 - Direct Plan - Dividend Payout Option
HDFCAMC,HDFC Asset Management Company Ltd
VIVANTA,Vivanta Industries Ltd
TINNATFL,Tinna Trade Ltd
CREDITACC,CreditAccess Grameen Ltd
AMINTAN,Amin Tannery Ltd
DEEP,Deep Polymers Ltd
SMEL,Sungold Media and Entertainment Ltd
IPRU3168,ICICI PRU Bharat Consumption Fund - Sr 4 - Cumulative
IPRU3169,ICICI PRU Bharat Consumption Fund - Sr 4 - Dividend Payout Option
IPRU9370,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Cumulative
IPRU9371,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Dividend Payout
ICICINXT50,ICICI Prudential Nifty Next 50 ETF
ASRL,Add-Shop ERetail Ltd
KTKIND7RG,Kotak India Growth Fund Series 7 - Regular Plan - Growth Option
KTKIND7RD,Kotak India Growth Fund Series 7 - Regular Plan - Dividend Option
KTKIND7DG,Kotak India Growth Fund Series 7 - Direct Plan - Growth Option
KTKIND7DD,Kotak India Growth Fund Series 7 - Direct Plan - Dividend Option
SPACEINCUBA,Space Incubatrics Technologies Ltd
SGIL,Synergy Green Industries Ltd
RANJEET,Ranjeet Mechatronics Ltd
IRCON,IRCON International Ltd
SKYGOLD,Sky Gold Ltd
SETFSN50,SBI - ETF - SENSEX NEXT 50
MACH,Mac Hotels Ltd
MANORAMA,Manorama Industries Ltd
INNOVATIVE,Innovative Ideals and Services (India) Ltd
NIOSAG,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG GWTH31JN22
NIOSAD,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG DVP31JN22
NIOSADG,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR GWTH31JN22
NIOSADD,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR DVP31JN22
AAVAS,AAVAS Financiers Ltd
GENERAAGRI,Genera Agri Corp Ltd
DCL,Devoted Construction Ltd
GRSE,Garden Reach Shipbuilders & Engineers Ltd
AAL,A-1 Acid Ltd
DOLFIN,Dolfin Rubbers Ltd
SHUBHAM,Shubham Polyspin Ltd
AKI,AKI India Ltd
SUNRETAIL,Sun Retail Ltd
SMGOLD,S. M. Gold Ltd
VIVIDM,Vivid Mercantile Ltd
BCPL,BCPL Railway Infrastructure Ltd
ATGL,Adani Total Gas Ltd
NETRIPPLES,Netripples Software Ltd
PHOSPHATE,The Phosphate Company Ltd
MAN50ETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF)
TECHNOE,Techno Electric & Engineering Company Ltd
RONI,Roni Households Ltd
SKIFL,Shree Krishna Infrastructure Ltd
DGL,Diksha Greens Ltd
IPRU3218,ICICI Prudential Bharat Consumption Fund - Series 5 - Cumulative Option
IPRU3219,ICICI Prudential Bharat Consumption Fund - Series 5 - Dividend Payout Option
IPRU9420,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Cumulative Option
IPRU9421,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Dividend Payout  Option
ARYAN,Aryan Share and Stock Brokers Ltd
NIVAKA,Nivaka Fashions Ltd
DALBHARAT,Dalmia Bharat Ltd
ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF
NILASPACES,Nila Spaces Ltd
SRD,Shankar Lal Rampal Dye-Chem Ltd
TREJHARA,Trejhara Solutions Ltd
AXISCCDID,Axis Capital Builder Fund - Series 4 (1582 days) -
AXISCCDGG,Axis Capital Builder Fund - Series 4 (1582 days) -Direct Plan - Growth Option
AXISCCDPD,Axis Capital Builder Fund - Series 4 (1582 days) -Regular Plan - Dividend Payout Option
AXISCCGPG,Axis Capital Builder Fund - Series 4 (1582 days) - Regular Plan - Growth Option
DECCAN,Deccan Health Care Ltd
AXITA,Axita Cotton Ltd
KPIGLOBAL,K.P.I. Global Infrastructure Ltd
HIKLASS,Hi-Klass Trading and Investment Ltd
RPSGVENT,RPSG Ventures Ltd
SPENCER,Spencers Retail Ltd
GLOSTERLTD,Gloster Ltd
XELPMOC,Xelpmoc Design and Tech Ltd
SPACAPS,SPA Capital Services Ltd
AARSHYAM,Aar Shyam India Investment Company Ltd
RITCO,Ritco Logistics Ltd
CHALET,Chalet Hotels Ltd
ANMOL,Anmol India Ltd
JONJUA,Jonjua Overseas Ltd
KRANTI,Kranti Industries Ltd
ANUP,The Anup Engineering Ltd
ARVINDFASN,Arvind Fashions Ltd
UTISXN50,UTI S&P BSE Sensex Next 50 ETF
AIHL,Ambassador Intra Holdings Ltd
JYOTIN,Jyot International Marketing Ltd
AGOL,Ashapuri Gold Ornament Ltd
AARTECH,Aartech Solonics Ltd
HBEL,Humming Bird Education Ltd
MSTC,MSTC Ltd
ROOPSHRI,Roopshri Resorts Ltd
CHANDNIMACH,Chandni Machines Ltd
NSL,Northern Spirits Ltd
RVNL,Rail Vikas Nigam Ltd
METROPOLIS,Metropolis Healthcare Ltd
KPITTECH,KPIT Technologies Ltd
POLYCAB,Polycab India Ltd
JINAAM,Jinaams Dress Ltd
VRFILMS,V R Films & Studios Ltd
VIKASLIFE,Vikas Lifecare Ltd
NEOGEN,Neogen Chemicals Ltd
GKP,G. K. P. Printing & Packaging Ltd
WORL,White Organic Retail Ltd
EVANS,Evans Electric Ltd
BMW,BMW Industries Ltd
ARTEMISELC,Artemis Electricals Ltd
MAHESH,Mahesh Developers Ltd
CHCL,Cian Healthcare Ltd
DEL,Dhanashree Electronics Ltd
HARISH,Harish Textile Engineers Ltd
PPL,Prakash Pipes Ltd
DGCONTENT,Digicontent Ltd
PARSHVA,Parshva Enterprises Ltd
ARL,Anand Rayons Ltd
EARUM,Earum Pharmaceuticals Ltd
SBC,SBC Exports Ltd
INDIAMART,IndiaMART InterMESH Ltd
CPML,City Pulse Multiplex Ltd
SKIEL,SK International Export Ltd
DCMNVL,DCM Nouvelle Ltd
ICICIBANKN,ICICI Prudential Bank ETF
NETFSNX150,NIPPON INDIA ETF SENSEX NEXT 50
AFFLE,Affle (India) Ltd
SEACOAST,Seacoast Shipping Services Ltd
ICICIBANKP,ICICI Prudential Private Banks ETF
SPANDANA,Spandana Sphoorty Financial Ltd
SWSOLAR,Sterling and Wilson Solar Ltd
NOVATEOR,Novateor Research Laboratories Ltd
IIFLWAM,IIFL Wealth Management Ltd
IIFLSEC,IIFL Securities Ltd
APMFINVEST,APM Finvest Ltd
MISQUITA,Misquita Engineering Ltd
GALACTICO,Galactico Corporate Services Ltd
ELLORATRAD,Ellora Trading Ltd
NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT
NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT
NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS
NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT
NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT
NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT
NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS
NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT
FLUOROCHEM,Gujarat Fluorochemicals Ltd
NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT
NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT
NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT
NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT
NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT
IRCTC,Indian Railway Catering and Tourism Corporation Ltd
NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT
NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH
NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH
NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT
NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT
NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH
NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT
NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT
NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT
NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH
NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT
NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT
GOBLIN,Goblin India Ltd
GENSOL,Gensol Engineering Ltd
VISHWARAJ,Vishwaraj Sugar Industries Ltd
GREENPANEL,Greenpanel Industries Ltd
SHAHLON,Shahlon Silk Industries Ltd
ABSLBANETF,ADITYA BIRLA SUN LIFE BANKING ETF
MOUNT,Mount Housing and Infrastructure Ltd
ANUROOP,Anuroop Packaging Ltd
JSGLEASING,JSG Leasing Ltd
CSBBANK,CSB Bank Ltd
UJJIVANSFB,Ujjivan Small Finance Bank Ltd
SHIL,Somany Home Innovation Ltd
EASUN,Easun Capital Markets Ltd
PRINCEPIPE,Prince Pipes and Fittings Ltd
ASSAMENT,Assam Entrade Ltd
GIANLIFE,Gian Life Care Ltd
ARTEMISMED,Artemis Medicare Services Ltd
SUMICHEM,Sumitomo Chemical India Ltd
ICICIM150,ICICI Prudential Midcap 150 ETF
MANXT50ETF,Mirae Asset Nifty Next 50 ETF (MANXT50ETF)
JANUSCORP,Janus Corporation Ltd
VARDHANCFL,Vardhan Capital & Finance Ltd
BIRLATYRES,Birla Tyres Ltd
UNIVPHOTO,Universus Photo Imagings Ltd
CBPL,Chandra Bhagat Pharma Ltd
ICLORGANIC,ICL Organic Dairy Products Ltd
OCTAVIUSPL,Octavius Plantations Ltd
SUVENPHAR,Suven Pharmaceuticals Ltd
SMAUTO,SM Auto Stamping Ltd
SBICARD,SBI Cards and Payment Services Ltd
08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01)
08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01)
08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01)
08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01)
08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01)
08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01)
08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01)
08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01)
08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01)
08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01)
08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01)
08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01)
08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01)
08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01)
08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01)
08ADD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01)
ROJL,RO Jewels Ltd
COSPOWER,Cospower Engineering Ltd
11DPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT
11GPG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH
11MPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT
11MPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT
11QPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT
11QPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT
11ADD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT
11ADR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT
11AGG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH
11AMD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT
11AMR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT
11AQD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT
11AQR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT
11DPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT
POWERINDIA,ABB Power Products and Systems India Ltd
DJML,DJ Mediaprint & Logistics Ltd
NATURAL,Natural Biocon (India) Ltd
BHARTIA,Bhartia Bachat Ltd
BILLWIN,Billwin Industries Ltd
AARTISURF,Aarti Surfactants Ltd
BONLON,Bonlon Industries Ltd
BOROLTD,Borosil Ltd
ROSSARI,Rossari Biotech Ltd
NDRAUTO,NDR Auto Components Ltd
SBGLP,Suratwwala Business Group Ltd
ICICIALPLV, ICICI Prudential Alpha Low Vol 30 ETF 
MAXHEALTH,Max Healthcare Institute Ltd
ICICITECH,ICICI Prudential IT ETF
MAXINDIA,Max India Ltd
HBANKETF,HDFC Banking ETF
UTIBANKETF,UTI Bank Exchange Traded Fund (UTI Bank ETF)
HAPPSTMNDS,Happiest Minds Technologies Ltd
ROUTE,Route Mobile Ltd
SAMRATFORG,Samrat Forgings Ltd
ADVAIT,Advait Infratech Ltd
ADL,Archidply Decor Ltd
CAMS,Computer Age Management Services Ltd
CHEMCON,Chemcon Speciality Chemicals Ltd
SECMARK,SecMark Consultancy Ltd
ANGELBRKG,Angel Broking Ltd
ATAM,Atam Valves Ltd
MAZDOCK,Mazagon Dock Shipbuilders Ltd
UTIAMC,UTI Asset Management Company Ltd
GMPL,G M Polyplast Ltd
LIKHITHA,Likhitha Infrastructure Ltd
VGIL,Veer Global Infraconstruction Ltd
HEMIPROP,Hemisphere Properties India Ltd
EQUITASBNK,Equitas Small Finance Bank Ltd
SHINEFASH,Shine Fashions (India) Ltd
GLAND,Gland Pharma Ltd
MAESGETF,Mirae Asset ESG Sector Leaders ETF
BURGERKING,Burger King India Ltd
TARC,Tarc Ltd
RVHL,Ravinder Heights Ltd
FAIRCHEMOR,Fairchem Organics Ltd
BECTORFOOD,Mrs. Bectors Food Specialities Ltd
AWHCL,Antony Waste Handling Cell Ltd
INFRABEES,NIPPON INDIA ETF INFRA BeES
RFLL,Rita Finance and Leasing Ltd
IRFC,Indian Railway Finance Corporation Ltd
INDIGOPNTS,Indigo Paints Ltd
HOMEFIRST,Home First Finance Company India Ltd
STOVEKRAFT,Stove Kraft Ltd
